transaction_id,timestamp,customer_id,stock_ticker,quantity,average_trade_size,day_name,is_weekend,is_holiday,stock_liquidity_tier,stock_price,total_trade_amount,transaction_type_BUY,transaction_type_SELL,customer_account_type_Institutional,customer_account_type_Retail,stock_sector_Consumer,stock_sector_Energy,stock_sector_Finance,stock_sector_Healthcare,stock_sector_Technology,stock_industry_Asset Management,stock_industry_Hardware,stock_industry_Oil & Gas,stock_industry_Pharmaceuticals,stock_industry_Renewables,stock_industry_Retail,stock_industry_Software,stock_industry_Utilities
62,2023-01-04,4703,11,75,4.31748811353631,2,0,0,High,28.336210512820003,2125.2157884615003,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
63,2023-01-04,2105,11,86,4.454347296253507,2,0,0,High,28.336210512820003,2436.9141041025205,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
64,2023-01-04,3372,11,114,4.736198448394496,2,0,0,High,28.336210512820003,3230.32799846148,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
65,2023-01-04,4747,12,18,5.299666456117333,2,0,0,Mid,157.0222345438498,2826.4002217892967,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
66,2023-01-04,3588,15,8,4.102643365036796,2,0,0,Low,79.56589945219858,636.5271956175886,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
67,2023-01-04,3938,17,257,5.1149953094204985,2,0,0,Mid,106.0842486565153,27263.65190472444,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
68,2023-01-04,1960,17,66,4.189654742026425,2,0,0,Mid,106.0842486565153,7001.56041133001,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
69,2023-01-04,1712,17,52,3.951243718581428,2,0,0,Mid,106.0842486565153,5516.380930138796,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
70,2023-01-04,1647,17,28,3.332204510175204,2,0,0,Mid,106.0842486565153,2970.358962382428,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
71,2023-01-04,637,17,84,4.430816798843313,2,0,0,Mid,106.0842486565153,8911.076887147285,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
72,2023-01-04,3588,18,48,4.031227252906622,2,0,0,Mid,93.99618400690856,4511.816832331611,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
73,2023-01-05,193,3,65,5.456175451163617,3,0,0,Low,43.30733100228811,2814.9765151487272,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
74,2023-01-05,3938,5,152,5.097424424168647,3,0,0,High,127.53432227053275,19385.21698512098,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
75,2023-01-05,4629,5,404,6.001414877961151,3,0,0,High,127.53432227053275,51523.86619729523,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
76,2023-01-05,1185,5,260,5.560681631015528,3,0,0,High,127.53432227053275,33158.923790338515,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
78,2023-01-05,3339,6,267,5.58724865840025,3,0,0,Mid,189.0233412726004,50469.23211978431,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
79,2023-01-05,845,7,38,3.6375861597263857,3,0,0,High,155.64289083995064,5914.429851918124,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
80,2023-01-05,4747,11,30,5.226176688770354,3,0,0,High,27.706729626787496,831.2018888036249,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
82,2023-01-05,3588,11,83,4.143134726391533,3,0,0,High,27.706729626787496,2299.658559023362,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
83,2023-01-05,4955,11,68,5.502441184024992,3,0,0,High,27.706729626787496,1884.0576146215496,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
84,2023-01-05,1494,11,498,6.210600077024653,3,0,0,High,27.706729626787496,13797.951354140172,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
85,2023-01-05,3498,11,125,4.8283137373023015,3,0,0,High,27.706729626787496,3463.341203348437,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
86,2023-01-05,4747,11,240,5.24823386638005,3,0,0,High,27.706729626787496,6649.615110428999,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
87,2023-01-05,4519,12,353,5.648093568795613,3,0,0,Mid,154.66045973053974,54595.14228488053,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
88,2023-01-05,4747,17,86,5.208337952928512,3,0,0,Mid,104.3115904006844,8970.796774458859,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
90,2023-01-05,3119,17,235,5.459585514144159,3,0,0,Mid,104.3115904006844,24513.22374416084,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
91,2023-01-05,3938,17,191,5.124975372534658,3,0,0,Mid,104.3115904006844,19923.51376653072,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
92,2023-01-05,1407,17,60,4.0943445622221,3,0,0,Mid,104.3115904006844,6258.695424041063,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
94,2023-01-06,295,5,113,4.727387818712341,4,0,0,High,125.3567361879294,14165.311189236025,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
95,2023-01-06,4629,5,175,5.66815529701305,4,0,0,High,125.3567361879294,21937.428832887646,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
96,2023-01-06,4955,5,145,5.449964916157176,4,0,0,High,125.3567361879294,18176.72674724976,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
98,2023-01-06,1185,5,675,6.147399348728742,4,0,0,High,125.3567361879294,84615.79692685234,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
99,2023-01-06,2034,5,99,4.59511985013459,4,0,0,High,125.3567361879294,12410.316882605011,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
100,2023-01-06,4493,5,62,4.127134385045092,4,0,0,High,125.3567361879294,7772.1176436516225,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
101,2023-01-06,4716,8,83,4.418840607796598,4,0,0,High,203.06815451428216,16854.65682468542,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
103,2023-01-06,4955,9,180,5.424465318536048,4,0,0,High,152.41768370661663,27435.183067190992,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
104,2023-01-06,1513,9,27,4.812184355372417,4,0,0,High,152.41768370661663,4115.277460078649,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
105,2023-01-06,4801,10,78,4.356708826689592,4,0,0,Mid,67.33973175885812,5252.499077190933,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
106,2023-01-06,474,11,192,5.2574953720277815,4,0,0,High,27.283299029964628,5238.393413753209,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
110,2023-01-06,1964,15,74,4.30406509320417,4,0,0,Low,80.44342440034522,5952.813405625547,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
111,2023-01-06,4747,17,390,5.290033146960339,4,0,0,Mid,109.664183516836,42769.03157156604,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
112,2023-01-06,474,17,232,5.356586274672012,4,0,0,Mid,109.664183516836,25442.09057590596,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
113,2023-01-06,4747,17,56,5.249337184326318,4,0,0,Mid,109.664183516836,6141.194276942816,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
114,2023-01-06,2970,18,107,4.672828834461906,4,0,0,Mid,88.46344792890808,9465.588928393165,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
115,2023-01-06,1243,19,61,4.110873864173311,4,0,0,Mid,97.10375741098042,5923.329202069805,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
116,2023-01-09,2614,2,77,4.343805421853684,0,0,0,Low,11.316832167907863,871.3960769289055,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
117,2023-01-09,4747,5,76,5.217215765110995,0,0,0,High,130.11487969859573,9888.730857093276,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
118,2023-01-09,4747,5,310,5.250701512606374,0,0,0,High,130.11487969859573,40335.61270656467,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
119,2023-01-09,193,5,86,5.22805583350737,0,0,0,High,130.11487969859573,11189.879654079232,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
121,2023-01-09,3165,6,119,4.77912349311153,0,0,0,Mid,184.9687529709984,22011.28160354881,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
122,2023-01-09,2096,7,1190,6.415914955127227,0,0,0,High,154.96590461180088,184409.42648804304,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
123,2023-01-09,4747,8,1015,5.437861893985933,0,0,0,High,205.01424716573064,208089.4608732166,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
124,2023-01-09,3588,9,373,4.68213122712422,0,0,0,High,157.72224745480213,58830.3983006412,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
125,2023-01-09,2982,11,345,5.84354441703136,0,0,0,High,12.273065736691828,4234.207679158681,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
126,2023-01-09,4747,12,59,5.403487864153576,0,0,0,Mid,157.1485046595915,9271.7617749159,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
127,2023-01-09,4955,12,343,5.474369310328396,0,0,0,Mid,157.1485046595915,53901.93709823989,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
128,2023-01-09,1513,17,41,4.694370831446394,0,0,0,Mid,106.83663334478032,4380.301967135993,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
129,2023-01-10,4700,5,213,5.3612921657094255,1,0,0,High,139.25019189397148,29660.290873415925,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
130,2023-01-10,3232,5,214,5.365976015021851,1,0,0,High,139.25019189397148,29799.54106530989,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
131,2023-01-10,4679,5,2350,7.762170607138205,1,0,0,High,139.25019189397148,327237.950950833,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
132,2023-01-10,1157,7,1001,6.155558485627616,1,0,0,High,157.69878333870227,157856.48212204096,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
133,2023-01-10,4955,11,16,5.385732828550986,1,0,0,High,26.319029939352017,421.1044790296323,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
134,2023-01-10,80,11,214,5.365976015021851,1,0,0,High,26.319029939352017,5632.272407021332,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
135,2023-01-10,2426,11,451,6.111467339502679,1,0,0,High,26.319029939352017,11869.88250264776,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
136,2023-01-10,3588,12,27,4.568817356522293,1,0,0,Mid,157.3095999446524,4247.359198505615,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
137,2023-01-10,1867,12,14,2.6390573296152584,1,0,0,Mid,157.3095999446524,2202.334399225134,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
138,2023-01-10,998,12,240,5.480638923341991,1,0,0,Mid,157.3095999446524,37754.30398671658,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
139,2023-01-10,2871,16,53,3.970291913552122,1,0,0,Mid,188.4628799464508,9988.532637161894,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
140,2023-01-11,4747,5,171,5.393445711639614,2,0,0,High,136.69626727093512,23375.061703329902,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
141,2023-01-11,3938,5,51,5.020123471968565,2,0,0,High,136.69626727093512,6971.509630817692,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
142,2023-01-11,4747,5,258,5.400603160088787,2,0,0,High,136.69626727093512,35267.63695590126,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
143,2023-01-11,193,5,179,5.22305488204749,2,0,0,High,136.69626727093512,24468.631841497387,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
144,2023-01-11,193,5,47,5.136445286621491,2,0,0,High,136.69626727093512,6424.72456173395,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
145,2023-01-11,4629,5,239,5.608262272798789,2,0,0,High,136.69626727093512,32670.407877753496,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
146,2023-01-11,2946,5,333,5.808142489980444,2,0,0,High,136.69626727093512,45519.8570012214,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
147,2023-01-11,4528,7,185,5.220355825078324,2,0,0,High,157.36399186706305,29112.338495406664,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
148,2023-01-11,4955,7,331,5.427897212083932,2,0,0,High,157.36399186706305,52087.48130799787,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
149,2023-01-11,2871,11,8,3.417726683613366,2,0,0,High,12.273065736691828,98.18452589353464,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
150,2023-01-11,4955,11,182,5.412315470601449,2,0,0,High,12.273065736691828,2233.6979640779127,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
151,2023-01-11,193,11,34,5.053056009980208,2,0,0,High,12.273065736691828,417.28423504752215,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
152,2023-01-11,1185,12,100,5.633896347192034,2,0,0,Mid,156.9350199495176,15693.50199495176,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
153,2023-01-11,4700,12,225,5.389071729816501,2,0,0,Mid,156.9350199495176,35310.37948864146,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
154,2023-01-11,3516,15,16,2.772588722239781,2,0,0,Low,76.83960298510507,1229.4336477616812,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
155,2023-01-11,563,17,71,4.262679877041316,2,0,0,Mid,104.9955738233964,7454.685741461144,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
156,2023-01-11,193,17,181,5.06720464558415,2,0,0,Mid,104.9955738233964,19004.198862034747,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
157,2023-01-11,4327,17,183,5.209486152841421,2,0,0,Mid,104.9955738233964,19214.19000968154,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
158,2023-01-11,1513,17,66,4.636087288622813,2,0,0,Mid,104.9955738233964,6929.707872344163,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
159,2023-01-12,2920,2,96,4.564348191467836,3,0,0,Low,11.138508628632827,1069.2968283487514,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
160,2023-01-12,845,5,149,4.537961436294641,3,0,0,High,141.46921865197703,21078.913579144577,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
161,2023-01-12,4240,5,428,6.059123195581797,3,0,0,High,141.46921865197703,60548.82558304617,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
162,2023-01-12,3588,5,479,4.971547905388209,3,0,0,High,141.46921865197703,67763.755734297,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
163,2023-01-12,2426,5,693,6.349138991379798,3,0,0,High,141.46921865197703,98038.16852582007,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
164,2023-01-12,4955,8,346,5.45043741460887,3,0,0,High,224.4396040197656,77656.1029908389,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
165,2023-01-12,4023,8,62,4.31748811353631,3,0,0,High,224.4396040197656,13915.255449225468,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
166,2023-01-12,1865,8,210,5.3471075307174685,3,0,0,High,224.4396040197656,47132.31684415077,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
167,2023-01-12,1438,8,152,5.0238805208462765,3,0,0,High,224.4396040197656,34114.819811004374,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
168,2023-01-12,4747,8,217,5.399790335478671,3,0,0,High,224.4396040197656,48703.394072289135,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
169,2023-01-12,1006,9,459,6.129050210060545,3,0,0,High,160.13590493701125,73502.38036608817,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
170,2023-01-12,3938,11,213,5.069658634545717,3,0,0,High,26.09954751880537,5559.203621505544,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
171,2023-01-12,4955,11,266,5.459883342129427,3,0,0,High,26.09954751880537,6942.479640002229,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
172,2023-01-12,583,11,2041,7.621195162809845,3,0,0,High,26.09954751880537,53269.17648588176,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
173,2023-01-12,3163,11,127,4.844187086458591,3,0,0,High,26.09954751880537,3314.6425348882817,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
174,2023-01-12,4747,11,95,5.377590547442544,3,0,0,High,26.09954751880537,2479.45701428651,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
175,2023-01-12,3699,12,119,4.77912349311153,3,0,0,Mid,155.04944150007293,18450.88353850868,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
176,2023-01-12,3938,16,258,5.136445286621491,3,0,0,Mid,189.0882261771493,48784.76235370452,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
177,2023-01-12,4747,16,68,5.351858133476067,3,0,0,Mid,189.0882261771493,12857.999380046153,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
178,2023-01-12,3772,16,118,4.770684624465665,3,0,0,Mid,189.0882261771493,22312.410688903616,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
179,2023-01-12,227,17,87,4.219507705176107,3,0,0,Mid,100.86255093492294,8775.041931338295,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
180,2023-01-12,4747,17,224,5.354035855304381,3,0,0,Mid,100.86255093492294,22593.211409422736,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
