transaction_id,timestamp,customer_id,stock_ticker,transaction_type,quantity,average_trade_size,customer_account_type,day_name,is_weekend,is_holiday,stock_liquidity_tier,stock_sector,stock_industry,stock_price,total_trade_amount
37,2023-01-03,4747,STK013,BUY,72,5.271716684750857,Retail,Tuesday,False,False,Mid,Energy,Utilities,157.96263594264707,11373.309787870588
38,2023-01-03,4519,STK018,BUY,355,5.762051382780177,Institutional,Tuesday,False,False,Mid,Technology,Software,105.14362866951058,37325.988177676256
39,2023-01-03,182,STK018,BUY,511,6.236369590203704,Retail,Tuesday,False,False,Mid,Technology,Software,105.14362866951058,53728.394250119905
40,2023-01-03,98,STK020,BUY,29,3.367295829986474,Retail,Tuesday,False,False,Mid,Energy,Oil & Gas,58.30799966421868,1690.9319902623417
41,2023-01-03,4526,STK020,BUY,258,5.552959584921617,Retail,Tuesday,False,False,Mid,Energy,Oil & Gas,58.30799966421868,15043.46391336842
42,2023-01-04,182,STK006,BUY,370,6.0879104453762345,Retail,Wednesday,False,False,High,Energy,Oil & Gas,132.287592694745,48946.40929705565
43,2023-01-04,4519,STK006,BUY,146,5.563255239519225,Institutional,Wednesday,False,False,High,Energy,Oil & Gas,132.287592694745,19313.98853343277
44,2023-01-04,74,STK006,BUY,466,6.144185634125646,Retail,Wednesday,False,False,High,Energy,Oil & Gas,132.287592694745,61646.018195751174
45,2023-01-04,653,STK006,BUY,246,6.324358962381311,Retail,Wednesday,False,False,High,Energy,Oil & Gas,132.287592694745,32542.74780290727
46,2023-01-04,1513,STK006,BUY,355,4.990432586778736,Retail,Wednesday,False,False,High,Energy,Oil & Gas,132.287592694745,46962.09540663448
47,2023-01-04,193,STK006,BUY,409,6.013715156042802,Retail,Wednesday,False,False,High,Energy,Oil & Gas,132.287592694745,54105.62541215071
48,2023-01-04,2352,STK006,BUY,288,5.662960480135946,Retail,Wednesday,False,False,High,Energy,Oil & Gas,132.287592694745,38098.82669608656
49,2023-01-04,4747,STK006,SELL,218,5.284877454181334,Retail,Wednesday,False,False,High,Energy,Oil & Gas,132.287592694745,28838.69520745441
50,2023-01-04,1094,STK006,BUY,823,6.71295620067707,Retail,Wednesday,False,False,High,Energy,Oil & Gas,132.287592694745,108872.68878777513
51,2023-01-04,193,STK006,SELL,409,6.013715156042802,Retail,Wednesday,False,False,High,Energy,Oil & Gas,132.287592694745,54105.62541215071
52,2023-01-04,193,STK006,BUY,200,5.8269730852114,Retail,Wednesday,False,False,High,Energy,Oil & Gas,132.287592694745,26457.518538949
53,2023-01-04,3961,STK007,BUY,288,5.662960480135946,Retail,Wednesday,False,False,Mid,Energy,Oil & Gas,185.1925709726169,53335.46044011367
54,2023-01-04,4150,STK008,BUY,26,3.258096538021482,Retail,Wednesday,False,False,High,Energy,Oil & Gas,153.5687720563006,3992.788073463815
55,2023-01-04,4955,STK009,BUY,469,5.857933154483459,Retail,Wednesday,False,False,High,Technology,Hardware,199.05491264864767,93356.75403221576
56,2023-01-04,193,STK009,BUY,88,5.6222108209623896,Retail,Wednesday,False,False,High,Technology,Hardware,199.05491264864767,17516.832313080995
57,2023-01-04,192,STK010,BUY,316,5.755742213586912,Retail,Wednesday,False,False,High,Consumer,Retail,144.473237172213,45653.54294641931
58,2023-01-04,3018,STK010,BUY,208,5.337538079701318,Retail,Wednesday,False,False,High,Consumer,Retail,144.473237172213,30050.433331820306
59,2023-01-04,4647,STK011,BUY,83,4.418840607796598,Retail,Wednesday,False,False,Mid,Finance,Asset Management,65.54159966888932,5439.952772517813
60,2023-01-04,4955,STK012,SELL,200,5.768320995793772,Retail,Wednesday,False,False,High,Technology,Hardware,28.336210512820003,5667.242102564001
61,2023-01-04,4747,STK012,BUY,409,5.3867860145356445,Retail,Wednesday,False,False,High,Technology,Hardware,28.336210512820003,11589.510099743382
62,2023-01-04,4703,STK012,BUY,75,4.31748811353631,Retail,Wednesday,False,False,High,Technology,Hardware,28.336210512820003,2125.2157884615003
63,2023-01-04,2105,STK012,BUY,86,4.454347296253507,Retail,Wednesday,False,False,High,Technology,Hardware,28.336210512820003,2436.9141041025205
64,2023-01-04,3372,STK012,BUY,114,4.736198448394496,Retail,Wednesday,False,False,High,Technology,Hardware,28.336210512820003,3230.32799846148
65,2023-01-04,4747,STK013,SELL,18,5.299666456117333,Retail,Wednesday,False,False,Mid,Energy,Utilities,157.0222345438498,2826.4002217892967
66,2023-01-04,3588,STK016,BUY,8,4.102643365036796,Retail,Wednesday,False,False,Low,Energy,Renewables,79.56589945219858,636.5271956175886
67,2023-01-04,3938,STK018,BUY,257,5.1149953094204985,Retail,Wednesday,False,False,Mid,Technology,Software,106.0842486565153,27263.651904724433
68,2023-01-04,1960,STK018,BUY,66,4.189654742026425,Retail,Wednesday,False,False,Mid,Technology,Software,106.0842486565153,7001.56041133001
69,2023-01-04,1712,STK018,BUY,52,3.951243718581428,Institutional,Wednesday,False,False,Mid,Technology,Software,106.0842486565153,5516.3809301387955
70,2023-01-04,1647,STK018,BUY,28,3.332204510175204,Institutional,Wednesday,False,False,Mid,Technology,Software,106.0842486565153,2970.358962382428
71,2023-01-04,637,STK018,BUY,84,4.430816798843313,Retail,Wednesday,False,False,Mid,Technology,Software,106.0842486565153,8911.076887147285
72,2023-01-04,3588,STK019,BUY,48,4.031227252906622,Retail,Wednesday,False,False,Mid,Energy,Oil & Gas,93.99618400690856,4511.816832331611
73,2023-01-05,193,STK004,BUY,65,5.456175451163617,Retail,Thursday,False,False,Low,Finance,Asset Management,43.30733100228811,2814.9765151487272
74,2023-01-05,3938,STK006,SELL,152,5.097424424168647,Retail,Thursday,False,False,High,Energy,Oil & Gas,127.53432227053275,19385.21698512098
75,2023-01-05,4629,STK006,BUY,404,6.001414877961151,Retail,Thursday,False,False,High,Energy,Oil & Gas,127.53432227053275,51523.86619729523
76,2023-01-05,1185,STK006,BUY,260,5.560681631015528,Institutional,Thursday,False,False,High,Energy,Oil & Gas,127.53432227053275,33158.923790338515
77,2023-01-05,3849,STK006,BUY,146,4.983606621708336,Retail,Thursday,False,False,High,Energy,Oil & Gas,127.53432227053275,18620.011051497782
78,2023-01-05,3339,STK007,BUY,267,5.58724865840025,Retail,Thursday,False,False,Mid,Energy,Oil & Gas,189.0233412726004,50469.232119784305
79,2023-01-05,845,STK008,BUY,38,3.6375861597263857,Retail,Thursday,False,False,High,Energy,Oil & Gas,155.64289083995064,5914.429851918124
80,2023-01-05,4747,STK012,BUY,30,5.226176688770354,Retail,Thursday,False,False,High,Technology,Hardware,27.706729626787496,831.2018888036249
81,2023-01-05,4955,STK012,SELL,49,5.616152724695227,Retail,Thursday,False,False,High,Technology,Hardware,27.706729626787496,1357.6297517125872
82,2023-01-05,3588,STK012,SELL,83,4.143134726391533,Retail,Thursday,False,False,High,Technology,Hardware,27.706729626787496,2299.658559023362
83,2023-01-05,4955,STK012,BUY,68,5.502441184024992,Retail,Thursday,False,False,High,Technology,Hardware,27.706729626787496,1884.0576146215496
84,2023-01-05,1494,STK012,BUY,498,6.210600077024653,Retail,Thursday,False,False,High,Technology,Hardware,27.706729626787496,13797.951354140172
85,2023-01-05,3498,STK012,BUY,125,4.8283137373023015,Retail,Thursday,False,False,High,Technology,Hardware,27.706729626787496,3463.341203348437
86,2023-01-05,4747,STK012,BUY,240,5.24823386638005,Retail,Thursday,False,False,High,Technology,Hardware,27.706729626787496,6649.615110428999
87,2023-01-05,4519,STK013,BUY,353,5.648093568795613,Institutional,Thursday,False,False,Mid,Energy,Utilities,154.66045973053974,54595.14228488053
88,2023-01-05,4747,STK018,BUY,86,5.208337952928512,Retail,Thursday,False,False,Mid,Technology,Software,104.3115904006844,8970.796774458859
89,2023-01-05,2096,STK018,BUY,33,3.49650756146648,Institutional,Thursday,False,False,Mid,Technology,Software,104.3115904006844,3442.282483222585
90,2023-01-05,3119,STK018,BUY,235,5.459585514144159,Retail,Thursday,False,False,Mid,Technology,Software,104.3115904006844,24513.223744160834
91,2023-01-05,3938,STK018,BUY,191,5.124975372534658,Retail,Thursday,False,False,Mid,Technology,Software,104.3115904006844,19923.51376653072
92,2023-01-05,1407,STK018,BUY,60,4.0943445622221,Retail,Thursday,False,False,Mid,Technology,Software,104.3115904006844,6258.695424041063
93,2023-01-05,4747,STK019,BUY,306,5.25227342804663,Retail,Thursday,False,False,Mid,Energy,Oil & Gas,92.68702380094106,28362.229283087967
94,2023-01-06,295,STK006,BUY,113,4.727387818712341,Retail,Friday,False,False,High,Energy,Oil & Gas,125.3567361879294,14165.311189236023
95,2023-01-06,4629,STK006,SELL,175,5.66815529701305,Retail,Friday,False,False,High,Energy,Oil & Gas,125.3567361879294,21937.428832887646
96,2023-01-06,4955,STK006,BUY,145,5.449964916157176,Retail,Friday,False,False,High,Energy,Oil & Gas,125.3567361879294,18176.726747249762
97,2023-01-06,3588,STK006,BUY,23,4.007333185232471,Retail,Friday,False,False,High,Energy,Oil & Gas,125.3567361879294,2883.2049323223764
98,2023-01-06,1185,STK006,BUY,675,6.147399348728742,Institutional,Friday,False,False,High,Energy,Oil & Gas,125.3567361879294,84615.79692685234
99,2023-01-06,2034,STK006,BUY,99,4.59511985013459,Retail,Friday,False,False,High,Energy,Oil & Gas,125.3567361879294,12410.316882605011
100,2023-01-06,4493,STK006,BUY,62,4.127134385045092,Retail,Friday,False,False,High,Energy,Oil & Gas,125.3567361879294,7772.1176436516225
101,2023-01-06,4716,STK009,SELL,83,4.418840607796598,Retail,Friday,False,False,High,Technology,Hardware,203.06815451428216,16854.65682468542
102,2023-01-06,193,STK009,BUY,48,5.314043067009519,Retail,Friday,False,False,High,Technology,Hardware,203.06815451428216,9747.271416685544
103,2023-01-06,4955,STK010,BUY,180,5.424465318536048,Retail,Friday,False,False,High,Consumer,Retail,152.41768370661663,27435.183067190992
104,2023-01-06,1513,STK010,BUY,27,4.812184355372417,Retail,Friday,False,False,High,Consumer,Retail,152.41768370661663,4115.277460078649
105,2023-01-06,4801,STK011,BUY,78,4.356708826689592,Retail,Friday,False,False,Mid,Finance,Asset Management,67.33973175885812,5252.499077190933
106,2023-01-06,474,STK012,BUY,192,5.2574953720277815,Retail,Friday,False,False,High,Technology,Hardware,27.283299029964628,5238.393413753209
107,2023-01-06,1185,STK012,BUY,84,5.827974558049152,Institutional,Friday,False,False,High,Technology,Hardware,27.283299029964628,2291.7971185170286
108,2023-01-06,4747,STK013,SELL,117,5.22778760035751,Retail,Friday,False,False,Mid,Energy,Utilities,159.6197714568813,18675.51326045511
109,2023-01-06,1157,STK014,BUY,31,5.330300412401088,Retail,Friday,False,False,Low,Healthcare,Pharmaceuticals,112.1317958369126,3476.0856709442905
110,2023-01-06,1964,STK016,BUY,74,4.30406509320417,Retail,Friday,False,False,Low,Energy,Renewables,80.44342440034522,5952.813405625547
111,2023-01-06,4747,STK018,BUY,390,5.290033146960339,Retail,Friday,False,False,Mid,Technology,Software,109.664183516836,42769.03157156604
112,2023-01-06,474,STK018,BUY,232,5.356586274672012,Retail,Friday,False,False,Mid,Technology,Software,109.664183516836,25442.090575905953
113,2023-01-06,4747,STK018,SELL,56,5.249337184326318,Retail,Friday,False,False,Mid,Technology,Software,109.664183516836,6141.194276942816
114,2023-01-06,2970,STK019,BUY,107,4.672828834461906,Retail,Friday,False,False,Mid,Energy,Oil & Gas,88.46344792890808,9465.588928393165
115,2023-01-06,1243,STK020,BUY,61,4.110873864173311,Retail,Friday,False,False,Mid,Energy,Oil & Gas,97.10375741098042,5923.329202069805
116,2023-01-09,2614,STK003,BUY,77,4.343805421853684,Retail,Monday,False,False,Low,Technology,Software,11.316832167907863,871.3960769289055
117,2023-01-09,4747,STK006,BUY,76,5.217215765110995,Retail,Monday,False,False,High,Energy,Oil & Gas,130.11487969859573,9888.730857093275
118,2023-01-09,4747,STK006,BUY,310,5.250701512606374,Retail,Monday,False,False,High,Energy,Oil & Gas,130.11487969859573,40335.61270656467
119,2023-01-09,193,STK006,BUY,86,5.22805583350737,Retail,Monday,False,False,High,Energy,Oil & Gas,130.11487969859573,11189.879654079232
120,2023-01-09,868,STK006,BUY,222,5.402677381872279,Retail,Monday,False,False,High,Energy,Oil & Gas,130.11487969859573,28885.50329308825
121,2023-01-09,3165,STK007,BUY,119,4.77912349311153,Retail,Monday,False,False,Mid,Energy,Oil & Gas,184.9687529709984,22011.28160354881
122,2023-01-09,2096,STK008,BUY,1190,6.415914955127227,Institutional,Monday,False,False,High,Energy,Oil & Gas,154.96590461180088,184409.42648804304
123,2023-01-09,4747,STK009,BUY,1015,5.437861893985933,Retail,Monday,False,False,High,Technology,Hardware,205.01424716573064,208089.4608732166
124,2023-01-09,3588,STK010,BUY,373,4.68213122712422,Retail,Monday,False,False,High,Consumer,Retail,157.72224745480213,58830.398300641195
125,2023-01-09,2982,STK012,BUY,345,5.84354441703136,Institutional,Monday,False,False,High,Technology,Hardware,12.273065736691828,4234.207679158681
126,2023-01-09,4747,STK013,SELL,59,5.403487864153576,Retail,Monday,False,False,Mid,Energy,Utilities,157.1485046595915,9271.7617749159
127,2023-01-09,4955,STK013,SELL,343,5.474369310328396,Retail,Monday,False,False,Mid,Energy,Utilities,157.1485046595915,53901.93709823989
128,2023-01-09,1513,STK018,BUY,41,4.694370831446394,Retail,Monday,False,False,Mid,Technology,Software,106.83663334478032,4380.301967135993
129,2023-01-10,4700,STK006,BUY,213,5.3612921657094255,Institutional,Tuesday,False,False,High,Energy,Oil & Gas,139.25019189397148,29660.290873415925
130,2023-01-10,3232,STK006,BUY,214,5.365976015021851,Retail,Tuesday,False,False,High,Energy,Oil & Gas,139.25019189397148,29799.541065309895
131,2023-01-10,4679,STK006,BUY,2350,7.762170607138205,Retail,Tuesday,False,False,High,Energy,Oil & Gas,139.25019189397148,327237.950950833
132,2023-01-10,1157,STK008,BUY,1001,6.155558485627616,Retail,Tuesday,False,False,High,Energy,Oil & Gas,157.69878333870227,157856.48212204096
133,2023-01-10,4955,STK012,BUY,16,5.385732828550986,Retail,Tuesday,False,False,High,Technology,Hardware,26.319029939352017,421.1044790296323
134,2023-01-10,80,STK012,BUY,214,5.365976015021851,Retail,Tuesday,False,False,High,Technology,Hardware,26.319029939352017,5632.272407021332
135,2023-01-10,2426,STK012,BUY,451,6.111467339502679,Retail,Tuesday,False,False,High,Technology,Hardware,26.319029939352017,11869.882502647759
136,2023-01-10,3588,STK013,BUY,27,4.568817356522293,Retail,Tuesday,False,False,Mid,Energy,Utilities,157.3095999446524,4247.359198505615
137,2023-01-10,1867,STK013,BUY,14,2.6390573296152584,Retail,Tuesday,False,False,Mid,Energy,Utilities,157.3095999446524,2202.334399225134
138,2023-01-10,998,STK013,BUY,240,5.480638923341991,Retail,Tuesday,False,False,Mid,Energy,Utilities,157.3095999446524,37754.30398671658
139,2023-01-10,2871,STK017,BUY,53,3.970291913552122,Retail,Tuesday,False,False,Mid,Healthcare,Pharmaceuticals,188.4628799464508,9988.532637161894
140,2023-01-11,4747,STK006,BUY,171,5.393445711639614,Retail,Wednesday,False,False,High,Energy,Oil & Gas,136.69626727093512,23375.061703329906
141,2023-01-11,3938,STK006,SELL,51,5.020123471968565,Retail,Wednesday,False,False,High,Energy,Oil & Gas,136.69626727093512,6971.509630817692
142,2023-01-11,4747,STK006,SELL,258,5.400603160088787,Retail,Wednesday,False,False,High,Energy,Oil & Gas,136.69626727093512,35267.63695590126
143,2023-01-11,193,STK006,SELL,179,5.22305488204749,Retail,Wednesday,False,False,High,Energy,Oil & Gas,136.69626727093512,24468.631841497387
144,2023-01-11,193,STK006,BUY,47,5.136445286621491,Retail,Wednesday,False,False,High,Energy,Oil & Gas,136.69626727093512,6424.72456173395
145,2023-01-11,4629,STK006,BUY,239,5.608262272798789,Retail,Wednesday,False,False,High,Energy,Oil & Gas,136.69626727093512,32670.407877753496
146,2023-01-11,2946,STK006,BUY,333,5.808142489980444,Retail,Wednesday,False,False,High,Energy,Oil & Gas,136.69626727093512,45519.8570012214
147,2023-01-11,4528,STK008,BUY,185,5.220355825078324,Retail,Wednesday,False,False,High,Energy,Oil & Gas,157.36399186706305,29112.338495406664
148,2023-01-11,4955,STK008,BUY,331,5.427897212083932,Retail,Wednesday,False,False,High,Energy,Oil & Gas,157.36399186706305,52087.48130799787
149,2023-01-11,2871,STK012,BUY,8,3.417726683613366,Retail,Wednesday,False,False,High,Technology,Hardware,12.273065736691828,98.18452589353463
150,2023-01-11,4955,STK012,BUY,182,5.412315470601449,Retail,Wednesday,False,False,High,Technology,Hardware,12.273065736691828,2233.6979640779127
151,2023-01-11,193,STK012,BUY,34,5.053056009980208,Retail,Wednesday,False,False,High,Technology,Hardware,12.273065736691828,417.28423504752215
152,2023-01-11,1185,STK013,BUY,100,5.633896347192034,Institutional,Wednesday,False,False,Mid,Energy,Utilities,156.9350199495176,15693.50199495176
153,2023-01-11,4700,STK013,BUY,225,5.389071729816501,Institutional,Wednesday,False,False,Mid,Energy,Utilities,156.9350199495176,35310.37948864146
154,2023-01-11,3516,STK016,BUY,16,2.772588722239781,Retail,Wednesday,False,False,Low,Energy,Renewables,76.83960298510507,1229.4336477616812
155,2023-01-11,563,STK018,BUY,71,4.262679877041316,Institutional,Wednesday,False,False,Mid,Technology,Software,104.9955738233964,7454.685741461144
156,2023-01-11,193,STK018,BUY,181,5.06720464558415,Retail,Wednesday,False,False,Mid,Technology,Software,104.9955738233964,19004.198862034747
157,2023-01-11,4327,STK018,BUY,183,5.209486152841421,Retail,Wednesday,False,False,Mid,Technology,Software,104.9955738233964,19214.19000968154
158,2023-01-11,1513,STK018,BUY,66,4.636087288622813,Retail,Wednesday,False,False,Mid,Technology,Software,104.9955738233964,6929.707872344163
159,2023-01-12,2920,STK003,BUY,96,4.564348191467836,Retail,Thursday,False,False,Low,Technology,Software,11.138508628632827,1069.2968283487514
160,2023-01-12,845,STK006,BUY,149,4.537961436294641,Retail,Thursday,False,False,High,Energy,Oil & Gas,141.46921865197703,21078.913579144577
161,2023-01-12,4240,STK006,BUY,428,6.059123195581797,Retail,Thursday,False,False,High,Energy,Oil & Gas,141.46921865197703,60548.82558304617
162,2023-01-12,3588,STK006,BUY,479,4.971547905388209,Retail,Thursday,False,False,High,Energy,Oil & Gas,141.46921865197703,67763.755734297
163,2023-01-12,2426,STK006,BUY,693,6.349138991379798,Retail,Thursday,False,False,High,Energy,Oil & Gas,141.46921865197703,98038.16852582009
164,2023-01-12,4955,STK009,SELL,346,5.45043741460887,Retail,Thursday,False,False,High,Technology,Hardware,224.4396040197656,77656.1029908389
165,2023-01-12,4023,STK009,BUY,62,4.31748811353631,Retail,Thursday,False,False,High,Technology,Hardware,224.4396040197656,13915.255449225468
166,2023-01-12,1865,STK009,BUY,210,5.3471075307174685,Retail,Thursday,False,False,High,Technology,Hardware,224.4396040197656,47132.31684415077
167,2023-01-12,1438,STK009,BUY,152,5.0238805208462765,Retail,Thursday,False,False,High,Technology,Hardware,224.4396040197656,34114.819811004374
168,2023-01-12,4747,STK009,BUY,217,5.399790335478671,Retail,Thursday,False,False,High,Technology,Hardware,224.4396040197656,48703.394072289135
169,2023-01-12,1006,STK010,BUY,459,6.129050210060545,Retail,Thursday,False,False,High,Consumer,Retail,160.13590493701125,73502.38036608817
170,2023-01-12,3938,STK012,BUY,213,5.069658634545717,Retail,Thursday,False,False,High,Technology,Hardware,26.09954751880537,5559.203621505544
171,2023-01-12,4955,STK012,SELL,266,5.459883342129427,Retail,Thursday,False,False,High,Technology,Hardware,26.09954751880537,6942.479640002229
172,2023-01-12,583,STK012,BUY,2041,7.621195162809845,Retail,Thursday,False,False,High,Technology,Hardware,26.09954751880537,53269.17648588176
173,2023-01-12,3163,STK012,BUY,127,4.844187086458591,Retail,Thursday,False,False,High,Technology,Hardware,26.09954751880537,3314.6425348882817
174,2023-01-12,4747,STK012,BUY,95,5.377590547442544,Retail,Thursday,False,False,High,Technology,Hardware,26.09954751880537,2479.45701428651
175,2023-01-12,3699,STK013,BUY,119,4.77912349311153,Retail,Thursday,False,False,Mid,Energy,Utilities,155.04944150007293,18450.88353850868
176,2023-01-12,3938,STK017,BUY,258,5.136445286621491,Retail,Thursday,False,False,Mid,Healthcare,Pharmaceuticals,189.0882261771493,48784.762353704515
177,2023-01-12,4747,STK017,BUY,68,5.351858133476067,Retail,Thursday,False,False,Mid,Healthcare,Pharmaceuticals,189.0882261771493,12857.999380046153
178,2023-01-12,3772,STK017,BUY,118,4.770684624465665,Retail,Thursday,False,False,Mid,Healthcare,Pharmaceuticals,189.0882261771493,22312.410688903616
179,2023-01-12,227,STK018,BUY,87,4.219507705176107,Retail,Thursday,False,False,Mid,Technology,Software,100.86255093492294,8775.041931338295
180,2023-01-12,4747,STK018,BUY,224,5.354035855304381,Retail,Thursday,False,False,Mid,Technology,Software,100.86255093492294,22593.211409422736
181,2023-01-12,4081,STK018,BUY,104,4.6443908991413725,Retail,Thursday,False,False,Mid,Technology,Software,100.86255093492294,10489.705297231985
182,2023-01-12,4955,STK019,BUY,124,5.429871806288338,Retail,Thursday,False,False,Mid,Energy,Oil & Gas,86.26114451652649,10696.381920049284
183,2023-01-12,3938,STK020,BUY,45,5.060060177423779,Retail,Thursday,False,False,Mid,Energy,Oil & Gas,99.93354007425796,4497.009303341609
184,2023-01-13,1356,STK003,BUY,24,3.1780538303479458,Retail,Friday,False,False,Low,Technology,Software,12.12459213489986,290.99021123759667
185,2023-01-13,4023,STK005,BUY,44,4.169297415458502,Retail,Friday,False,False,Low,Energy,Renewables,130.57047236030374,5745.100783853364
186,2023-01-13,3812,STK005,BUY,96,4.564348191467836,Institutional,Friday,False,False,Low,Energy,Renewables,130.57047236030374,12534.76534658916
187,2023-01-13,193,STK006,BUY,173,5.074673690192145,Retail,Friday,False,False,High,Energy,Oil & Gas,144.5340813187369,25004.396068141483
188,2023-01-13,3498,STK006,BUY,516,5.7698822763607245,Retail,Friday,False,False,High,Energy,Oil & Gas,144.5340813187369,74579.58596046823
189,2023-01-13,3588,STK006,BUY,75,4.916764078486185,Retail,Friday,False,False,High,Energy,Oil & Gas,144.5340813187369,10840.056098905266
190,2023-01-13,4747,STK006,BUY,94,5.334697510640787,Retail,Friday,False,False,High,Energy,Oil & Gas,144.5340813187369,13586.203643961268
191,2023-01-13,473,STK008,BUY,54,3.9889840465642745,Retail,Friday,False,False,High,Energy,Oil & Gas,156.44350322205602,8447.949173991025
