transaction_id,timestamp,customer_id,stock_ticker,transaction_type,quantity,average_trade_size,cumulative_portfolio_value
48,2023-01-04,2352,STK006,BUY,288,5.662960480135946,10.54796509916258
49,2023-01-04,4747,STK006,SELL,218,5.284877454181334,11.7949899382163
50,2023-01-04,1094,STK006,BUY,823,6.71295620067707,11.59794368193546
51,2023-01-04,193,STK006,SELL,409,6.013715156042802,0.0
52,2023-01-04,193,STK006,BUY,200,5.8269730852113995,10.183333502620107
53,2023-01-04,3961,STK007,BUY,288,5.662960480135946,10.884375428829475
54,2023-01-04,4150,STK008,BUY,26,3.258096538021482,8.29249593372514
55,2023-01-04,4955,STK009,BUY,469,5.857933154483459,12.20165083371391
56,2023-01-04,193,STK009,BUY,88,5.6222108209623896,10.691384528641738
57,2023-01-04,192,STK010,BUY,316,5.755742213586912,10.728858333432932
58,2023-01-04,3018,STK010,BUY,208,5.337538079701318,10.31066552618552
59,2023-01-04,4647,STK011,BUY,83,4.418840607796598,8.601708956956475
60,2023-01-04,4955,STK012,SELL,200,5.768320995793772,12.17277616938006
61,2023-01-04,4747,STK012,BUY,409,5.3867860145356445,11.878789568957
62,2023-01-04,4703,STK012,BUY,75,4.31748811353631,7.662101034263091
63,2023-01-04,2105,STK012,BUY,86,4.454347296253507,7.798896393855311
64,2023-01-04,3372,STK012,BUY,114,4.736198448394496,8.080649096170763
65,2023-01-04,4747,STK013,SELL,18,5.299666456117333,11.858991038036619
66,2023-01-04,3588,STK016,BUY,8,4.102643365036796,8.253102637768622
67,2023-01-04,3938,STK018,BUY,257,5.1149953094204985,11.100075253996408
68,2023-01-04,1960,STK018,BUY,66,4.189654742026425,8.854031075465995
69,2023-01-04,1712,STK018,BUY,52,3.9512437185814275,8.615658388913863
70,2023-01-04,1647,STK018,BUY,28,3.332204510175204,7.996775039444743
71,2023-01-04,637,STK018,BUY,84,4.430816798843313,9.095162938787457
72,2023-01-04,3588,STK019,BUY,48,4.031227252906622,9.030177284011433
73,2023-01-05,193,STK004,BUY,65,5.456175451163617,10.72995729141623
74,2023-01-05,3938,STK006,SELL,152,5.097424424168647,10.717730054848976
75,2023-01-05,4629,STK006,BUY,404,6.0014148779611505,10.849819882708413
76,2023-01-05,1185,STK006,BUY,260,5.560681631015528,10.409097196701087
77,2023-01-05,3849,STK006,BUY,146,4.983606621708336,9.832045792109705
78,2023-01-05,3339,STK007,BUY,267,5.58724865840025,10.829138936486595
79,2023-01-05,845,STK008,BUY,38,3.6375861597263857,8.685319470304457
80,2023-01-05,4747,STK012,BUY,30,5.226176688770354,11.85473550158424
81,2023-01-05,4955,STK012,SELL,49,5.616152724695227,12.149085805205942
82,2023-01-05,3588,STK012,SELL,83,4.143134726391533,8.690840569395185
83,2023-01-05,4955,STK012,BUY,68,5.502441184024992,12.15900912984493
84,2023-01-05,1494,STK012,BUY,498,6.210600077024653,9.532347781294016
85,2023-01-05,3498,STK012,BUY,125,4.8283137373023015,8.150277417290633
86,2023-01-05,4747,STK012,BUY,240,5.24823386638005,11.900897863866069
87,2023-01-05,4519,STK013,BUY,353,5.648093568795613,11.944593719035336
88,2023-01-05,4747,STK018,BUY,86,5.208337952928512,11.959978354309143
89,2023-01-05,2096,STK018,BUY,33,3.4965075614664802,8.144179784458244
90,2023-01-05,3119,STK018,BUY,235,5.459585514144159,10.107008636324412
91,2023-01-05,3938,STK018,BUY,191,5.124975372534658,11.083262229493721
92,2023-01-05,1407,STK018,BUY,60,4.0943445622221,8.741887539623102
93,2023-01-05,4747,STK019,BUY,306,5.25227342804663,12.126661026178505
94,2023-01-06,295,STK006,BUY,113,4.727387818712341,9.558621889456878
95,2023-01-06,4629,STK006,SELL,175,5.66815529701305,10.264920310107934
96,2023-01-06,4955,STK006,BUY,145,5.449964916157176,12.266779475732113
97,2023-01-06,3588,STK006,BUY,23,4.007333185232471,9.058645008723989
98,2023-01-06,1185,STK006,BUY,675,6.147399348728742,11.671718637446995
99,2023-01-06,2034,STK006,BUY,99,4.59511985013459,9.426364238376214
100,2023-01-06,4493,STK006,BUY,62,4.127134385045092,8.95842690716586
101,2023-01-06,4716,STK009,SELL,83,4.418840607796598,0.0
102,2023-01-06,193,STK009,BUY,48,5.314043067009519,10.927823931872934
103,2023-01-06,4955,STK010,BUY,180,5.424465318536048,12.388196891192901
104,2023-01-06,1513,STK010,BUY,27,4.812184355372417,11.167699869239259
105,2023-01-06,4801,STK011,BUY,78,4.356708826689592,8.56664980012883
106,2023-01-06,474,STK012,BUY,192,5.2574953720277815,8.56396035832492
107,2023-01-06,1185,STK012,BUY,84,5.827974558049152,11.691082947361021
108,2023-01-06,4747,STK013,SELL,117,5.22778760035751,12.036305748152127
109,2023-01-06,1157,STK014,BUY,31,5.330300412401088,11.030049582611158
110,2023-01-06,1964,STK016,BUY,74,4.30406509320417,8.691786629746424
111,2023-01-06,4747,STK018,BUY,390,5.290033146960339,12.262175672089281
112,2023-01-06,474,STK018,BUY,232,5.356586274672012,10.331414494213384
113,2023-01-06,4747,STK018,SELL,56,5.249337184326318,12.232715209387788
114,2023-01-06,2970,STK019,BUY,107,4.672828834461906,9.155524036856844
115,2023-01-06,1243,STK020,BUY,61,4.110873864173311,8.686822879440511
116,2023-01-09,2614,STK003,BUY,77,4.343805421853684,6.771248034327474
117,2023-01-09,4747,STK006,BUY,76,5.217215765110995,12.27518714961958
118,2023-01-09,4747,STK006,BUY,310,5.250701512606374,12.447635082898357
119,2023-01-09,193,STK006,BUY,86,5.22805583350737,11.123829744388301
120,2023-01-09,868,STK006,BUY,222,5.402677381872279,10.271129636934555
121,2023-01-09,3165,STK007,BUY,119,4.77912349311153,9.99935575843311
122,2023-01-09,2096,STK008,BUY,1190,6.415914955127227,12.143856971160636
123,2023-01-09,4747,STK009,BUY,1015,5.437861893985933,13.044913812960118
124,2023-01-09,3588,STK010,BUY,373,4.68213122712422,11.120729481352846
125,2023-01-09,2982,STK012,BUY,345,5.84354441703136,9.152176158371544
126,2023-01-09,4747,STK013,SELL,59,5.403487864153576,13.02467356652247
127,2023-01-09,4955,STK013,SELL,343,5.474369310328396,12.151498870983447
128,2023-01-09,1513,STK018,BUY,41,4.694370831446394,11.262679437174782
129,2023-01-10,4700,STK006,BUY,213,5.3612921657094255,10.297598107665891
130,2023-01-10,3232,STK006,BUY,214,5.365976015021851,10.302281793134686
131,2023-01-10,4679,STK006,BUY,2350,7.762170607138205,12.698445916968288
132,2023-01-10,1157,STK008,BUY,1001,6.1555584856276155,12.305443614612516
133,2023-01-10,4955,STK012,BUY,16,5.385732828550986,12.196455751080908
134,2023-01-10,80,STK012,BUY,214,5.365976015021851,8.636445369576306
135,2023-01-10,2426,STK012,BUY,451,6.111467339502679,9.381843621334259
136,2023-01-10,3588,STK013,BUY,27,4.568817356522293,11.176118272257487
137,2023-01-10,1867,STK013,BUY,14,2.6390573296152584,7.697725131317174
138,2023-01-10,998,STK013,BUY,240,5.480638923341991,10.538881142173379
139,2023-01-10,2871,STK017,BUY,53,3.970291913552122,9.209292823488806
140,2023-01-11,4747,STK006,BUY,171,5.393445711639614,13.143737827562997
141,2023-01-11,3938,STK006,SELL,51,5.020123471968565,10.980313227107162
142,2023-01-11,4747,STK006,SELL,258,5.400603160088787,13.072194965888217
143,2023-01-11,193,STK006,SELL,179,5.22305488204749,10.788149733716399
144,2023-01-11,193,STK006,BUY,47,5.136445286621491,10.912686490875858
145,2023-01-11,4629,STK006,BUY,239,5.608262272798789,11.066245316359355
146,2023-01-11,2946,STK006,BUY,333,5.808142489980444,10.725925961416122
147,2023-01-11,4528,STK008,BUY,185,5.220355825078324,10.27895176736157
148,2023-01-11,4955,STK008,BUY,331,5.4278972120839315,12.452862564750635
149,2023-01-11,2871,STK012,BUY,8,3.417726683613366,9.231859172862501
150,2023-01-11,4955,STK012,BUY,182,5.412315470601449,12.471136685399083
151,2023-01-11,193,STK012,BUY,34,5.0530560099802075,10.928631971833319
152,2023-01-11,1185,STK013,BUY,100,5.633896347192034,11.889197642564291
153,2023-01-11,4700,STK013,BUY,225,5.389071729816501,11.073298633413607
154,2023-01-11,3516,STK016,BUY,16,2.772588722239781,7.11511898076883
155,2023-01-11,563,STK018,BUY,71,4.2626798770413155,8.91673277824785
156,2023-01-11,193,STK018,BUY,181,5.06720464558415,11.221960141878322
157,2023-01-11,4327,STK018,BUY,183,5.209486152841421,9.863456391058307
158,2023-01-11,1513,STK018,BUY,66,4.636087288622813,11.388213127055026
159,2023-01-12,2920,STK003,BUY,96,4.564348191467836,6.97569426199033
160,2023-01-12,845,STK006,BUY,149,4.537961436294641,10.203305066746415
161,2023-01-12,4240,STK006,BUY,428,6.059123195581797,11.01122194138027
162,2023-01-12,3588,STK006,BUY,479,4.971547905388209,11.852877853118763
163,2023-01-12,2426,STK006,BUY,693,6.349138991379798,11.606507424989934
164,2023-01-12,4955,STK009,SELL,346,5.45043741460887,12.119123048450309
165,2023-01-12,4023,STK009,BUY,62,4.31748811353631,10.240253317502253
166,2023-01-12,1865,STK009,BUY,210,5.3471075307174685,10.760735460891029
167,2023-01-12,1438,STK009,BUY,152,5.0238805208462765,10.437516485308302
168,2023-01-12,4747,STK009,BUY,217,5.399790335478671,13.160135638210651
169,2023-01-12,1006,STK010,BUY,459,6.129050210060545,11.205086670538144
170,2023-01-12,3938,STK012,BUY,213,5.069658634545717,11.036568415425581
171,2023-01-12,4955,STK012,SELL,266,5.459883342129427,12.08052178075511
172,2023-01-12,583,STK012,BUY,2041,7.621195162809845,10.883131978917913
173,2023-01-12,3163,STK012,BUY,127,4.844187086458591,8.106405945826046
174,2023-01-12,4747,STK012,BUY,95,5.377590547442544,13.16489935821052
175,2023-01-12,3699,STK013,BUY,119,4.77912349311153,9.822921541296495
176,2023-01-12,3938,STK017,BUY,258,5.136445286621491,11.61628443887912
177,2023-01-12,4747,STK017,BUY,68,5.351858133476067,13.189245649809868
178,2023-01-12,3772,STK017,BUY,118,4.770684624465665,10.012943122004064
179,2023-01-12,227,STK018,BUY,87,4.219507705176107,9.661927325550927
180,2023-01-12,4747,STK018,BUY,224,5.354035855304381,13.230640054925958
181,2023-01-12,4081,STK018,BUY,104,4.6443908991413725,9.25824538260802
182,2023-01-12,4955,STK019,BUY,124,5.429871806288338,12.139390815813536
183,2023-01-12,3938,STK020,BUY,45,5.060060177423779,11.656037875210675
184,2023-01-13,1356,STK003,BUY,24,3.1780538303479458,5.676719555106512
185,2023-01-13,4023,STK005,BUY,44,4.169297415458502,10.43453306947196
186,2023-01-13,3812,STK005,BUY,96,4.564348191467836,9.436341436707368
187,2023-01-13,193,STK006,BUY,173,5.074673690192145,11.515390125198387
188,2023-01-13,3498,STK006,BUY,516,5.7698822763607245,11.263743589752208
189,2023-01-13,3588,STK006,BUY,75,4.916764078486185,11.94477742443214
190,2023-01-13,4747,STK006,BUY,94,5.334697510640787,13.264181968643987
191,2023-01-13,473,STK008,BUY,54,3.9889840465642745,9.041797452275233
192,2023-01-13,2352,STK009,BUY,189,5.474369310328396,11.341493639239026
193,2023-01-13,4747,STK009,BUY,77,5.313550747188626,13.293871782222004
194,2023-01-13,3588,STK010,SELL,105,4.893352133481524,11.827468942821586
195,2023-01-13,4747,STK012,SELL,40,5.2873069740279846,13.292056918711975
196,2023-01-13,3339,STK012,BUY,229,5.5134287461649825,10.877234975983228
197,2023-01-13,4747,STK018,BUY,53,5.26413991474645,13.301146665234263
198,2023-01-16,1422,STK006,BUY,257,5.54907608489522,10.504928351802223
199,2023-01-16,2871,STK006,BUY,360,4.943996791763045,11.01660348633991
200,2023-01-16,3069,STK006,BUY,43,3.7612001156935624,8.71718929575659
201,2023-01-16,366,STK006,BUY,99,4.59511985013459,9.551015905213202
202,2023-01-16,2979,STK006,BUY,291,5.673323267171493,10.629172346697638
203,2023-01-16,193,STK006,SELL,327,5.151961230186691,10.87291954026477
204,2023-01-16,1816,STK008,BUY,147,4.804021044733257,10.509490620024673
205,2023-01-16,4747,STK009,SELL,736,5.345820989192004,12.969647860571152
206,2023-01-16,1794,STK009,BUY,94,4.543294782270004,9.935891333112464
207,2023-01-16,443,STK009,BUY,452,6.113682179832232,11.506240268758551
208,2023-01-16,4955,STK009,SELL,84,5.392035370421788,12.0383896995388
209,2023-01-16,4747,STK010,BUY,22,5.3191488761279695,12.977692270776554
210,2023-01-16,193,STK010,BUY,428,5.25227342804663,11.69664354616988
211,2023-01-16,3259,STK012,BUY,94,4.543294782270004,7.884832501924134
212,2023-01-16,35,STK012,BUY,248,5.5134287461649825,8.854730574852834
213,2023-01-16,1157,STK012,BUY,83,5.924924023299738,12.311587669251015
214,2023-01-16,4955,STK012,BUY,45,5.346821775607651,12.045878717004092
215,2023-01-16,3588,STK012,BUY,241,4.964102579968039,11.860001284375633
216,2023-01-16,719,STK012,BUY,147,4.990432586778736,8.331834226364721
217,2023-01-16,366,STK013,BUY,287,5.262690188904886,11.018540450697799
218,2023-01-16,4955,STK013,BUY,67,5.310344746760755,12.108199639490369
219,2023-01-16,4955,STK016,BUY,136,5.293807211070151,12.166489622750685
220,2023-01-16,2575,STK018,BUY,72,4.276666119016055,8.929033931917743
221,2023-01-16,3322,STK018,BUY,238,5.472270673671475,10.124546131805937
222,2023-01-16,2707,STK018,BUY,62,4.127134385045092,8.779523609157089
223,2023-01-16,1094,STK020,BUY,18,6.041444479413003,11.68469799256025
224,2023-01-16,3595,STK020,BUY,46,3.828641396489095,8.474314917535256
225,2023-01-16,998,STK020,BUY,96,5.123963979403259,10.804563524736322
226,2023-01-17,3588,STK006,SELL,274,5.037471948049816,11.49527734904668
227,2023-01-17,193,STK006,BUY,115,5.225370258791972,11.805948150924156
228,2023-01-17,474,STK006,BUY,126,5.211287807574934,10.754823249876383
229,2023-01-17,3588,STK006,BUY,383,5.145690525089121,11.915263956971097
230,2023-01-17,4747,STK006,SELL,114,5.3064343346499845,12.94694916587952
231,2023-01-17,4955,STK006,BUY,92,5.267858159063328,12.207902370561907
232,2023-01-17,4955,STK006,SELL,576,5.353562840774015,11.721920110939884
233,2023-01-17,3788,STK006,BUY,402,5.996452088619021,10.89351264392235
234,2023-01-17,3784,STK007,BUY,147,4.990432586778736,10.175221248017102
235,2023-01-17,60,STK007,BUY,206,5.327876168789581,10.512654031693486
236,2023-01-17,474,STK008,BUY,1212,6.0879104453762345,12.381687638515524
237,2023-01-17,4697,STK009,BUY,80,4.382026634673881,9.796752759658467
238,2023-01-17,366,STK010,BUY,375,5.536034209711707,11.67353765279092
239,2023-01-17,1513,STK010,BUY,96,4.627420794922911,11.526335250548124
240,2023-01-17,4452,STK010,BUY,124,4.820281565605037,9.843491233296284
241,2023-01-17,2536,STK011,BUY,47,3.8501476017100584,8.07650289739428
242,2023-01-17,4023,STK012,BUY,377,4.96109484853612,10.674161586352552
243,2023-01-17,781,STK012,BUY,70,4.248495242049359,7.54591286857519
244,2023-01-17,4747,STK013,BUY,36,5.283356001407877,12.96096433824228
245,2023-01-17,2074,STK014,BUY,35,3.5553480614894135,8.339250035420902
246,2023-01-17,1157,STK017,BUY,73,5.749392985908253,12.369099458533285
247,2023-01-17,4747,STK018,BUY,132,5.274383216252406,12.993582807443593
248,2023-01-17,203,STK018,BUY,57,4.04305126783455,8.714854818715756
249,2023-01-17,570,STK018,BUY,309,5.733341276897746,10.405011045322015
250,2023-01-17,4955,STK018,BUY,123,5.335227720568134,11.823267842371054
251,2023-01-17,4747,STK018,SELL,170,5.270997555893074,12.9513734940002
252,2023-01-17,4747,STK018,SELL,26,5.248496671564081,12.944757946186963
253,2023-01-17,227,STK020,BUY,451,5.276429566790007,11.039242274434251
254,2023-01-17,3938,STK020,SELL,45,4.992878572506997,11.629911116133412
255,2023-01-18,182,STK005,BUY,260,5.941039296913667,11.859247107974255
256,2023-01-18,4747,STK006,BUY,590,5.299716387461744,13.142085040638694
257,2023-01-18,2920,STK006,BUY,159,4.848116364598481,10.069519230103852
258,2023-01-18,2650,STK006,BUY,260,5.730099782973574,11.372824195029983
259,2023-01-18,3938,STK006,BUY,512,5.18037806868335,12.140647651591667
260,2023-01-18,4023,STK007,BUY,242,5.0912931971137105,11.376731559573658
261,2023-01-18,4747,STK009,BUY,116,5.289377524978562,13.192464647723611
262,2023-01-18,4747,STK009,SELL,113,5.279083577432737,13.14342045284544
263,2023-01-18,4955,STK009,SELL,39,5.300814246746624,11.77869124540956
264,2023-01-18,4747,STK010,BUY,82,5.26543253921226,13.16861623008165
265,2023-01-18,4132,STK012,BUY,572,6.349138991379798,9.638427006365891
266,2023-01-18,3425,STK012,BUY,733,6.597145701886651,9.88641921366395
267,2023-01-18,845,STK012,BUY,141,4.694370831446394,10.336978897521485
268,2023-01-18,4747,STK012,BUY,129,5.2578598889167605,13.175201793476328
269,2023-01-18,4955,STK012,SELL,45,5.269300417477544,11.769395159777913
270,2023-01-18,2140,STK012,BUY,514,6.2422232654551655,9.531518388856146
271,2023-01-18,4955,STK012,BUY,97,5.249862146278633,11.789326899602777
272,2023-01-18,4747,STK013,SELL,61,5.242593217775675,13.155908863029351
273,2023-01-18,368,STK013,BUY,99,4.59511985013459,9.701860844684168
274,2023-01-18,4747,STK013,BUY,36,5.224832277285559,13.167339821436203
275,2023-01-18,3938,STK013,BUY,40,5.118891612866108,12.175297460294702
276,2023-01-18,3362,STK015,BUY,31,3.4339872044851463,6.490981467850926
277,2023-01-18,4747,STK017,BUY,227,5.2295030505476765,13.244720504823519
278,2023-01-18,1513,STK018,SELL,94,4.618382517460226,11.47262156538228
279,2023-01-18,4385,STK018,BUY,185,5.220355825078324,9.922374564706253
280,2023-01-18,3588,STK018,BUY,69,5.102059144015209,12.008180270292897
281,2023-01-18,4354,STK018,BUY,368,5.908082938168931,10.610077226571944
282,2023-01-18,227,STK019,BUY,221,5.308267697401205,11.334559514440164
283,2023-01-18,3938,STK019,BUY,623,5.296866314280722,12.44959681393502
284,2023-01-19,1157,STK006,BUY,907,6.0230358859453,12.814606018088126
285,2023-01-19,2461,STK006,BUY,81,4.394449154672439,9.350869845810653
286,2023-01-19,182,STK008,BUY,911,6.240275845170769,12.570704960448667
287,2023-01-19,4747,STK009,SELL,154,5.225854194814321,13.175615913224304
288,2023-01-19,4716,STK009,BUY,510,5.41756599436603,11.662289162601654
289,2023-01-19,4747,STK010,BUY,33,5.20893955539682,13.185637849969016
290,2023-01-19,3960,STK010,BUY,203,5.313205979041787,10.394380840594167
291,2023-01-19,4747,STK010,SELL,137,5.203896790928544,13.143358097796673
292,2023-01-19,4955,STK012,SELL,97,5.231482878360813,11.760516837940344
293,2023-01-19,1157,STK012,BUY,357,6.003541328333431,12.840721532659344
294,2023-01-19,3252,STK012,BUY,39,3.6635616461296463,6.969236004825158
295,2023-01-19,4955,STK012,BUY,312,5.2550966640934735,11.82476017498381
296,2023-01-19,3588,STK012,SELL,31,5.046452786961649,12.008605917434071
297,2023-01-19,4747,STK013,BUY,194,5.205214748285712,13.204689371778322
298,2023-01-19,871,STK013,BUY,795,6.678342114654332,11.79320649212741
299,2023-01-19,3275,STK013,BUY,30,3.4011973816621555,8.516254751218947
300,2023-01-19,3588,STK018,SELL,25,4.992539209826847,11.992515002239555
301,2023-01-19,193,STK018,SELL,161,5.216998845370449,11.712455027769911
302,2023-01-19,4955,STK019,SELL,124,5.242857509343669,11.732618510129122
303,2023-01-19,3902,STK020,BUY,81,4.394449154672439,9.00850566598322
304,2023-01-20,227,STK006,BUY,170,5.276071757600717,11.54335233693215
305,2023-01-20,4300,STK006,BUY,349,5.855071922202427,10.762147688521699
306,2023-01-20,2995,STK006,BUY,420,6.040254711277414,10.94732699140707
307,2023-01-20,1494,STK006,BUY,437,6.147399348728742,11.19878387320068
308,2023-01-20,1470,STK006,BUY,102,4.624972813284271,9.532099905630657
309,2023-01-20,3853,STK007,BUY,45,3.8066624897703196,9.015484183899435
310,2023-01-20,4955,STK008,SELL,67,5.221058281001085,11.641547765194
311,2023-01-20,4914,STK008,BUY,38,3.6375861597263857,8.675447440076233
312,2023-01-20,182,STK009,BUY,474,6.224954390476336,12.868360770635627
313,2023-01-20,4747,STK009,BUY,75,5.193789837194102,13.217647302318543
314,2023-01-20,193,STK010,SELL,19,5.162783971252841,11.68066877360244
315,2023-01-20,1090,STK010,BUY,416,6.030685260261263,11.125822240903583
316,2023-01-20,2466,STK011,BUY,341,5.831882477283517,10.068576900675605
317,2023-01-20,845,STK012,BUY,122,4.722953221644475,10.41542096248037
318,2023-01-20,3938,STK012,BUY,137,5.275713820338184,12.434335470971833
319,2023-01-20,4747,STK012,BUY,72,5.182401336950694,13.221305227431337
320,2023-01-20,4697,STK013,BUY,336,5.337538079701318,11.203606187413026
321,2023-01-20,2102,STK013,BUY,174,5.159055299214529,10.267489835836162
322,2023-01-20,193,STK013,BUY,20,5.112349168833885,11.70825710573873
323,2023-01-20,4747,STK013,BUY,4,5.1641572048611,13.222503094378776
324,2023-01-20,193,STK013,BUY,212,5.126757692398113,11.961688667531451
325,2023-01-20,845,STK017,BUY,141,4.772378104971998,10.997132189495396
326,2023-01-20,4747,STK018,SELL,100,5.156350495102412,13.203199530217
327,2023-01-20,3588,STK018,SELL,44,4.950460571060185,11.937020552307187
328,2023-01-20,1650,STK019,BUY,150,5.0106352940962555,9.546540428702667
329,2023-01-20,336,STK019,BUY,76,4.330733340286331,8.866707156639519
330,2023-01-20,4644,STK019,BUY,90,4.499809670330265,9.035761959515108
331,2023-01-23,4955,STK002,BUY,37,5.194899407349548,11.677404197798296
332,2023-01-23,563,STK005,BUY,21,3.828641396489095,9.274865143019221
333,2023-01-23,1157,STK006,SELL,161,5.925271324373183,12.756118501680099
334,2023-01-23,3772,STK006,BUY,237,5.178970608915471,10.914244107846077
335,2023-01-23,4747,STK006,BUY,155,5.154446996128335,13.233911961413575
336,2023-01-23,366,STK006,BUY,28,5.284471959725984,11.737551676600214
337,2023-01-23,873,STK006,BUY,50,3.912023005428146,8.825035180270019
338,2023-01-23,4023,STK006,BUY,165,5.093750200806762,11.613148013853703
339,2023-01-23,4747,STK006,BUY,43,5.141137102160414,13.244321259582167
340,2023-01-23,2306,STK006,BUY,211,5.351858133476067,10.264757622692631
341,2023-01-23,2779,STK006,BUY,274,5.6131281063880705,10.526019653683903
342,2023-01-23,193,STK006,BUY,315,5.169346985251076,12.197271175983056
343,2023-01-23,3588,STK007,BUY,174,4.963264122680238,12.121671168876713
344,2023-01-23,2783,STK008,BUY,695,6.543911845564792,11.57393824673696
345,2023-01-23,182,STK009,SELL,216,6.124683390894205,12.733645291806829
346,2023-01-23,4747,STK012,BUY,68,5.130726774354076,13.247592488770607
347,2023-01-23,1113,STK012,BUY,32,3.4657359027997265,6.7707435512972145
348,2023-01-23,4757,STK013,BUY,56,4.02535169073515,9.12670981900966
349,2023-01-23,2434,STK013,BUY,644,6.467698726104354,11.568957628161279
350,2023-01-23,4747,STK018,BUY,132,5.126995095212451,13.272044018621392
351,2023-01-23,2352,STK018,BUY,127,5.304945352838257,11.450705108145637
352,2023-01-23,3759,STK020,BUY,243,5.493061443340548,10.031657347449313
353,2023-01-24,3373,STK003,BUY,34,3.5263605246161616,6.050440752208279
354,2023-01-24,3588,STK006,BUY,197,4.982852913083804,12.283523427834627
355,2023-01-24,4700,STK006,SELL,213,5.37989735354046,10.531108791285792
356,2023-01-24,3588,STK006,BUY,94,4.964940334834126,12.342793621022773
357,2023-01-24,570,STK006,BUY,196,5.531411248715415,11.01116760449138
358,2023-01-24,3498,STK006,BUY,187,5.62040086571715,11.534083349960275
359,2023-01-24,3162,STK007,BUY,132,4.882801922586371,10.113248352977642
360,2023-01-24,227,STK007,BUY,82,5.174283585624589,11.65903202026381
361,2023-01-24,4980,STK009,BUY,90,4.499809670330265,9.847082266788714
362,2023-01-24,1157,STK009,BUY,493,5.959870675516803,13.02385497673954
363,2023-01-24,4519,STK010,BUY,71,5.485626464853031,12.052357437537957
364,2023-01-24,4955,STK012,SELL,187,5.1960631325092805,11.638357307115491
365,2023-01-24,4023,STK012,SELL,377,5.265639204157455,11.54097954344958
366,2023-01-24,377,STK012,BUY,526,6.26530121273771,9.582997812657698
